,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
85,Yeouido Station,2주,진주집,진주집콩국수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Yeouido Station,2주,릴리카롱,맛있는녀석들,여의도마카롱,영등포마카롱,샛강역맛집,여의도한강공원,여의도데이트,여의도맛집,여의도디저트,여의도ifc몰,마카롱꽃다발,목동마카롱,여의도벚꽃,여의도성모병원,노량진마카롱,마포마카롱,여의도벚꽃축제,여의도카페,여의도역맛집,샛강역마카롱,여의도꽃집,좋아요,팔로우,오오티디,일상스타그램,맞팔,좋반,남양주마카롱,구로카페,,,
87,Yeouido Station,2주,영자로드,foodstagram,먹스타그램,먹방,먹부림,여의도밥집,여의도역맛집,본토박이,이영자맛집,존맛,여의도존맛,여의도맛집,여의도존맛,쌈밥,맛집,lfl,좋아요,좋반,맞팔,소통,맛집스타그램,영등포구맛집,영등포구데이트,여의도데이트,한강맛집,한강,야식,,,,,
88,Yeouido Station,2주,IFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Yeouido Station,2주,food,foodstagram,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Yeouido Station,2주,02terrace,02tower,칠리치즈감자튀김,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Yeouido Station,2주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Yeouido Station,2주,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Yeouido Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Yeouido Station,2주,Repost,오투테라스,오투타워,02terrace,02tower,여의도맛집,여의도점심,여의도데이트,여의도회식,여의도역맛집,여의도모임,여의도,영등포맛집,영등포데이트,먹스타그램,맛스타그램,이벤트,댓글이벤트,스타벅스,기프티콘이벤트,스타벅스리저브,,,,,,,,,,,
98,Yeouido Station,2주,Repost,오투테라스,오투타워,02terrace,02tower,여의도맛집,여의도점심,여의도데이트,여의도회식,여의도역맛집,여의도모임,여의도,영등포맛집,영등포데이트,먹스타그램,맛스타그램,이벤트,댓글이벤트,스타벅스,기프티콘이벤트,스타벅스리저브,,,,,,,,,,,
