,,,,review,url
4499,Sungshin Women's University Station,시티노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476484&query=%EC%8B%9C%ED%8B%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4500,Sungshin Women's University Station,영노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20823789&query=%EC%98%81%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4501,Sungshin Women's University Station,엣지코인노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1348726893&query=%EC%97%A3%EC%A7%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4502,Sungshin Women's University Station,락휴 노래연습장 성신여대점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20908751&query=%EB%9D%BD%ED%9C%B4%20%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%A0%90
4503,Sungshin Women's University Station,로마노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37480898&query=%EB%A1%9C%EB%A7%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4504,Sungshin Women's University Station,아리랑노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1679300438&query=%EC%95%84%EB%A6%AC%EB%9E%91%EB%85%B8%EB%9E%98%EB%B0%A9
4505,Sungshin Women's University Station,코인오디션동전노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1927036181&query=%EC%BD%94%EC%9D%B8%EC%98%A4%EB%94%94%EC%85%98%EB%8F%99%EC%A0%84%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4506,Sungshin Women's University Station,블링블링노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20858940&query=%EB%B8%94%EB%A7%81%EB%B8%94%EB%A7%81%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4507,Sungshin Women's University Station,nplex노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475721&query=nplex%EB%85%B8%EB%9E%98%EB%B0%A9
4508,Sungshin Women's University Station,조이킹 동전 노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1518642685&query=%EC%A1%B0%EC%9D%B4%ED%82%B9%20%EB%8F%99%EC%A0%84%20%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4509,Sungshin Women's University Station,MBC노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20862922&query=MBC%EB%85%B8%EB%9E%98%EB%B0%A9
4510,Sungshin Women's University Station,타워노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20939150&query=%ED%83%80%EC%9B%8C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4511,Sungshin Women's University Station,스타노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=11881317&query=%EC%8A%A4%ED%83%80%EB%85%B8%EB%9E%98%EB%B0%A9
4512,Sungshin Women's University Station,궁전노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20889651&query=%EA%B6%81%EC%A0%84%EB%85%B8%EB%9E%98%EB%B0%A9
4513,Sungshin Women's University Station,럭셔리퀸노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18233661&query=%EB%9F%AD%EC%85%94%EB%A6%AC%ED%80%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4514,Sungshin Women's University Station,로데오노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1928204455&query=%EB%A1%9C%EB%8D%B0%EC%98%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4515,Hyehwa Station,엣지코인노래연습장,노래방,30,https://store.naver.com/restaurants/detail?entry=ple&id=38018459&query=%EC%97%A3%EC%A7%80%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4516,Hyehwa Station,G르Go코인노래연습장,노래방,27,https://store.naver.com/restaurants/detail?entry=ple&id=1021302158&query=G%EB%A5%B4Go%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4517,Hyehwa Station,에코 코인노래연습장,노래방,6,https://store.naver.com/restaurants/detail?entry=ple&id=1279861834&query=%EC%97%90%EC%BD%94%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4518,Hyehwa Station,악쓰는하마노래방 대학로점,노래방,5,https://store.naver.com/restaurants/detail?entry=ple&id=32708347&query=%EC%95%85%EC%93%B0%EB%8A%94%ED%95%98%EB%A7%88%EB%85%B8%EB%9E%98%EB%B0%A9%20%EB%8C%80%ED%95%99%EB%A1%9C%EC%A0%90
4519,Hyehwa Station,락휴 코인노래연습장 대학로점,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=1591396036&query=%EB%9D%BD%ED%9C%B4%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EB%8C%80%ED%95%99%EB%A1%9C%EC%A0%90
4520,Hyehwa Station,오페라,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=32244918&query=%EC%98%A4%ED%8E%98%EB%9D%BC
4521,Hyehwa Station,에스비에스노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=11829647&query=%EC%97%90%EC%8A%A4%EB%B9%84%EC%97%90%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4522,Hyehwa Station,쥐발로노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475821&query=%EC%A5%90%EB%B0%9C%EB%A1%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4523,Hyehwa Station,인디안노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=732690317&query=%EC%9D%B8%EB%94%94%EC%95%88%EB%85%B8%EB%9E%98%EB%B0%A9
4524,Hyehwa Station,질러노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482725&query=%EC%A7%88%EB%9F%AC%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4525,Hyehwa Station,쇼킹노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19998378&query=%EC%87%BC%ED%82%B9%EB%85%B8%EB%9E%98%EB%B0%A9
4526,Hyehwa Station,영노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1432971471&query=%EC%98%81%EB%85%B8%EB%9E%98%EB%B0%A9
4527,Dongdaemun Station,5한일노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=37476296&query=5%ED%95%9C%EC%9D%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4528,Dongdaemun Station,파트너노래연습장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20940251&query=%ED%8C%8C%ED%8A%B8%EB%84%88%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4529,Dongdaemun Station,현대노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=17979980&query=%ED%98%84%EB%8C%80%EB%85%B8%EB%9E%98%EB%B0%A9
4530,Dongdaemun Station,키스노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20913858&query=%ED%82%A4%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4531,Dongdaemun Station,세븐노래광장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1765877628&query=%EC%84%B8%EB%B8%90%EB%85%B8%EB%9E%98%EA%B4%91%EC%9E%A5
4532,Dongdaemun Station,탬버린,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1693744125&query=%ED%83%AC%EB%B2%84%EB%A6%B0
4533,Dongdaemun Station,아하노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20928942&query=%EC%95%84%ED%95%98%EB%85%B8%EB%9E%98%EB%B0%A9
4534,Dongdaemun Station,우정노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20887011&query=%EC%9A%B0%EC%A0%95%EB%85%B8%EB%9E%98%EB%B0%A9
4535,Dongdaemun Station,똥광노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20735532&query=%EB%98%A5%EA%B4%91%EB%85%B8%EB%9E%98%EB%B0%A9
4536,Dongdaemun History and Culture Park Station,뮤직이너스,노래방,12,https://store.naver.com/restaurants/detail?entry=ple&id=1938287664&query=%EB%AE%A4%EC%A7%81%EC%9D%B4%EB%84%88%EC%8A%A4
4537,Dongdaemun History and Culture Park Station,환영노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18057049&query=%ED%99%98%EC%98%81%EB%85%B8%EB%9E%98%EB%B0%A9
4538,Dongdaemun History and Culture Park Station,황진이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20923343&query=%ED%99%A9%EC%A7%84%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4539,Dongdaemun History and Culture Park Station,팡팡노래팡,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18056374&query=%ED%8C%A1%ED%8C%A1%EB%85%B8%EB%9E%98%ED%8C%A1
4540,Dongdaemun History and Culture Park Station,여명노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1723176599&query=%EC%97%AC%EB%AA%85%EB%85%B8%EB%9E%98%EB%B0%A9
4541,Dongdaemun History and Culture Park Station,바나나노래하는곳,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20934804&query=%EB%B0%94%EB%82%98%EB%82%98%EB%85%B8%EB%9E%98%ED%95%98%EB%8A%94%EA%B3%B3
4542,Dongdaemun History and Culture Park Station,리오노래클럽,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20866113&query=%EB%A6%AC%EC%98%A4%EB%85%B8%EB%9E%98%ED%81%B4%EB%9F%BD
4543,Dongdaemun History and Culture Park Station,월드컵노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18056198&query=%EC%9B%94%EB%93%9C%EC%BB%B5%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4544,Dongdaemun History and Culture Park Station,패션노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475557&query=%ED%8C%A8%EC%85%98%EB%85%B8%EB%9E%98%EB%B0%A9
4545,Dongdaemun History and Culture Park Station,황제노래광장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18056554&query=%ED%99%A9%EC%A0%9C%EB%85%B8%EB%9E%98%EA%B4%91%EC%9E%A5
4546,Dongdaemun History and Culture Park Station,도레미노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20908033&query=%EB%8F%84%EB%A0%88%EB%AF%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4547,Dongdaemun History and Culture Park Station,태양노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=21119768&query=%ED%83%9C%EC%96%91%EB%85%B8%EB%9E%98%EB%B0%A9
4548,Dongdaemun History and Culture Park Station,신세대노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20873592&query=%EC%8B%A0%EC%84%B8%EB%8C%80%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4549,Dongdaemun History and Culture Park Station,도원노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1742468677&query=%EB%8F%84%EC%9B%90%EB%85%B8%EB%9E%98%EB%B0%A9
4550,Dongdaemun History and Culture Park Station,미소노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20869988&query=%EB%AF%B8%EC%86%8C%EB%85%B8%EB%9E%98%EC%A7%B1
4551,Dongdaemun History and Culture Park Station,크로바노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20885161&query=%ED%81%AC%EB%A1%9C%EB%B0%94%EB%85%B8%EB%9E%98%EB%B0%A9
4552,Dongdaemun History and Culture Park Station,스카이노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1640300524&query=%EC%8A%A4%EC%B9%B4%EC%9D%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4553,Dongdaemun History and Culture Park Station,뮤직콤노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20869716&query=%EB%AE%A4%EC%A7%81%EC%BD%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4554,Dongdaemun History and Culture Park Station,부산항노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20938349&query=%EB%B6%80%EC%82%B0%ED%95%AD%EB%85%B8%EB%9E%98%EB%B0%A9
4555,Chungmuro Station,코러스노래방,노래방,12,https://store.naver.com/restaurants/detail?entry=ple&id=20900448&query=%EC%BD%94%EB%9F%AC%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4556,Chungmuro Station,리코스타 코인노래방,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=1800072987&query=%EB%A6%AC%EC%BD%94%EC%8A%A4%ED%83%80%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4557,Chungmuro Station,제이코인노래연습장,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=1785501489&query=%EC%A0%9C%EC%9D%B4%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4558,Chungmuro Station,황제노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20865894&query=%ED%99%A9%EC%A0%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4559,Chungmuro Station,풍전노래광장,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=20900537&query=%ED%92%8D%EC%A0%84%EB%85%B8%EB%9E%98%EA%B4%91%EC%9E%A5
4560,Chungmuro Station,오렌지노래클럽,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=38264344&query=%EC%98%A4%EB%A0%8C%EC%A7%80%EB%85%B8%EB%9E%98%ED%81%B4%EB%9F%BD
4561,Chungmuro Station,로또노래터2,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=31390535&query=%EB%A1%9C%EB%98%90%EB%85%B8%EB%9E%98%ED%84%B02
4562,Chungmuro Station,도레미노래광장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20873652&query=%EB%8F%84%EB%A0%88%EB%AF%B8%EB%85%B8%EB%9E%98%EA%B4%91%EC%9E%A5
4563,Chungmuro Station,로또노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20942548&query=%EB%A1%9C%EB%98%90%EB%85%B8%EB%9E%98%ED%84%B0
4564,Chungmuro Station,수향노래연습실,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20907926&query=%EC%88%98%ED%96%A5%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%8B%A4
4565,Chungmuro Station,큐노래클럽,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20828435&query=%ED%81%90%EB%85%B8%EB%9E%98%ED%81%B4%EB%9F%BD
4566,Chungmuro Station,싱싱노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=99928240&query=%EC%8B%B1%EC%8B%B1%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4567,Chungmuro Station,노래하는와바노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37481737&query=%EB%85%B8%EB%9E%98%ED%95%98%EB%8A%94%EC%99%80%EB%B0%94%EB%85%B8%EB%9E%98%EB%B0%A9
4568,Chungmuro Station,차차차노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18081673&query=%EC%B0%A8%EC%B0%A8%EC%B0%A8%EB%85%B8%EB%9E%98%ED%84%B0
4569,Chungmuro Station,팡팡노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19418549&query=%ED%8C%A1%ED%8C%A1%EB%85%B8%EB%9E%98%EC%A7%B1
4570,Chungmuro Station,뉴스타노래노래,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19419271&query=%EB%89%B4%EC%8A%A4%ED%83%80%EB%85%B8%EB%9E%98%EB%85%B8%EB%9E%98
4571,Chungmuro Station,파티파티노래뱅크,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20938748&query=%ED%8C%8C%ED%8B%B0%ED%8C%8C%ED%8B%B0%EB%85%B8%EB%9E%98%EB%B1%85%ED%81%AC
4572,Chungmuro Station,백궁노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20900427&query=%EB%B0%B1%EA%B6%81%EB%85%B8%EB%9E%98%EC%A7%B1
4573,Chungmuro Station,황진이노래노래,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20858142&query=%ED%99%A9%EC%A7%84%EC%9D%B4%EB%85%B8%EB%9E%98%EB%85%B8%EB%9E%98
4574,Chungmuro Station,수노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20908385&query=%EC%88%98%EB%85%B8%EB%9E%98%ED%84%B0
4575,Chungmuro Station,충무노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20904190&query=%EC%B6%A9%EB%AC%B4%EB%85%B8%EB%9E%98%ED%84%B0
4576,Chungmuro Station,모델노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=31825273&query=%EB%AA%A8%EB%8D%B8%EB%85%B8%EB%9E%98%EB%B0%A9
4577,Chungmuro Station,오백냥노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20915696&query=%EC%98%A4%EB%B0%B1%EB%83%A5%EB%85%B8%EB%9E%98%EB%B0%A9
4578,Chungmuro Station,구찌노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20942078&query=%EA%B5%AC%EC%B0%8C%EB%85%B8%EB%9E%98%EC%A7%B1
4579,Chungmuro Station,빙고노래마당,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20850307&query=%EB%B9%99%EA%B3%A0%EB%85%B8%EB%9E%98%EB%A7%88%EB%8B%B9
4580,Chungmuro Station,원투쓰리노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18083479&query=%EC%9B%90%ED%88%AC%EC%93%B0%EB%A6%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4581,Chungmuro Station,갤럭시노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1461710906&query=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4582,Chungmuro Station,조이킹노래연습장 충무로점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482946&query=%EC%A1%B0%EC%9D%B4%ED%82%B9%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%A0%90
4583,Chungmuro Station,팡팡노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20919411&query=%ED%8C%A1%ED%8C%A1%EB%85%B8%EB%9E%98%EB%B0%A9
4584,Chungmuro Station,화운틴노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475631&query=%ED%99%94%EC%9A%B4%ED%8B%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4585,Chungmuro Station,오성노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32241361&query=%EC%98%A4%EC%84%B1%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4586,Chungmuro Station,노래뜰방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1215988512&query=%EB%85%B8%EB%9E%98%EB%9C%B0%EB%B0%A9
4587,Chungmuro Station,노래만방일번지,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20858326&query=%EB%85%B8%EB%9E%98%EB%A7%8C%EB%B0%A9%EC%9D%BC%EB%B2%88%EC%A7%80
4588,Chungmuro Station,오디션노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475559&query=%EC%98%A4%EB%94%94%EC%85%98%EB%85%B8%EB%9E%98%EB%B0%A9
4589,Chungmuro Station,명보노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20838897&query=%EB%AA%85%EB%B3%B4%EB%85%B8%EB%9E%98%EB%B0%A9
4590,Chungmuro Station,노래바이킹,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20927115&query=%EB%85%B8%EB%9E%98%EB%B0%94%EC%9D%B4%ED%82%B9
4591,Chungmuro Station,대한노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37482377&query=%EB%8C%80%ED%95%9C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4592,Chungmuro Station,앵콜노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19408989&query=%EC%95%B5%EC%BD%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4593,Chungmuro Station,영화노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1565912042&query=%EC%98%81%ED%99%94%EB%85%B8%EB%9E%98%EC%A7%B1
4594,Chungmuro Station,데몰리션노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475556&query=%EB%8D%B0%EB%AA%B0%EB%A6%AC%EC%85%98%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4595,Chungmuro Station,둥지,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32241348&query=%EB%91%A5%EC%A7%80
4596,Chungmuro Station,태마노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=19415735&query=%ED%83%9C%EB%A7%88%EB%85%B8%EB%9E%98%EC%A7%B1
4597,Chungmuro Station,발리노래짱,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20877493&query=%EB%B0%9C%EB%A6%AC%EB%85%B8%EB%9E%98%EC%A7%B1
4598,Chungmuro Station,명동노래뱅크,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20843030&query=%EB%AA%85%EB%8F%99%EB%85%B8%EB%9E%98%EB%B1%85%ED%81%AC
4599,Chungmuro Station,비타민노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20930978&query=%EB%B9%84%ED%83%80%EB%AF%BC%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4600,Chungmuro Station,올인노래광장주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18073120&query=%EC%98%AC%EC%9D%B8%EB%85%B8%EB%9E%98%EA%B4%91%EC%9E%A5%EC%A3%BC%EC%A0%90
4601,Chungmuro Station,전국노래자랑,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37475549&query=%EC%A0%84%EA%B5%AD%EB%85%B8%EB%9E%98%EC%9E%90%EB%9E%91
4602,Chungmuro Station,남산짱노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=32241360&query=%EB%82%A8%EC%82%B0%EC%A7%B1%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4603,Myeong-dong Station,뮤지컬노래방,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=21170368&query=%EB%AE%A4%EC%A7%80%EC%BB%AC%EB%85%B8%EB%9E%98%EB%B0%A9
4604,Myeong-dong Station,고고락노래타운,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=20370377&query=%EA%B3%A0%EA%B3%A0%EB%9D%BD%EB%85%B8%EB%9E%98%ED%83%80%EC%9A%B4
4605,Myeong-dong Station,루키노래방,노래방,4,https://store.naver.com/restaurants/detail?entry=ple&id=13111696&query=%EB%A3%A8%ED%82%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4606,Myeong-dong Station,씽씽노래연습장,노래방,2,https://store.naver.com/restaurants/detail?entry=ple&id=37475703&query=%EC%94%BD%EC%94%BD%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4607,Myeong-dong Station,KPOP 코인노래연습장,노래방,2,https://store.naver.com/restaurants/detail?entry=ple&id=1980738300&query=KPOP%20%EC%BD%94%EC%9D%B8%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4608,Myeong-dong Station,쟈스민노래주점,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=21412207&query=%EC%9F%88%EC%8A%A4%EB%AF%BC%EB%85%B8%EB%9E%98%EC%A3%BC%EC%A0%90
4609,Hoehyeon Station,일번가노래타운,노래방,2,https://store.naver.com/restaurants/detail?entry=ple&id=20827045&query=%EC%9D%BC%EB%B2%88%EA%B0%80%EB%85%B8%EB%9E%98%ED%83%80%EC%9A%B4
4610,Hoehyeon Station,비너스노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20942239&query=%EB%B9%84%EB%84%88%EC%8A%A4%EB%85%B8%EB%9E%98%EB%B0%A9
4611,Hoehyeon Station,남산노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476308&query=%EB%82%A8%EC%82%B0%EB%85%B8%EB%9E%98%EB%B0%A9
4612,Hoehyeon Station,자이언트,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=802976851&query=%EC%9E%90%EC%9D%B4%EC%96%B8%ED%8A%B8
4613,Hoehyeon Station,호박노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1605580262&query=%ED%98%B8%EB%B0%95%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4614,Hoehyeon Station,오페라노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20912022&query=%EC%98%A4%ED%8E%98%EB%9D%BC%EB%85%B8%EB%9E%98%EB%B0%A9
4615,Hoehyeon Station,황제노래터,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20831390&query=%ED%99%A9%EC%A0%9C%EB%85%B8%EB%9E%98%ED%84%B0
4616,Hoehyeon Station,회현노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20915622&query=%ED%9A%8C%ED%98%84%EB%85%B8%EB%9E%98%EB%B0%A9
4617,Hoehyeon Station,신바람노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=37476299&query=%EC%8B%A0%EB%B0%94%EB%9E%8C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4618,Seoul Station,필노래방,노래방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1826350354&query=%ED%95%84%EB%85%B8%EB%9E%98%EB%B0%A9
4619,Seoul Station,25시노래연습장,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18024664&query=25%EC%8B%9C%EB%85%B8%EB%9E%98%EC%97%B0%EC%8A%B5%EC%9E%A5
4620,Seoul Station,연출노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18126183&query=%EC%97%B0%EC%B6%9C%EB%85%B8%EB%9E%98%EB%B0%A9
4621,Seoul Station,술마시는노래방,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=20846901&query=%EC%88%A0%EB%A7%88%EC%8B%9C%EB%8A%94%EB%85%B8%EB%9E%98%EB%B0%A9
4622,Seoul Station,노래타운,노래방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1682552287&query=%EB%85%B8%EB%9E%98%ED%83%80%EC%9A%B4
